country,Year,PatentNum,maxCitations,avgCitations,diffCitations
CS,1986,4568501,38,5.178571428571429,32.82142857142857
CS,1972,3633495,58,5.406593406593407,52.59340659340659
CS,1980,4183042,18,5.0227272727272725,12.977272727272727
CS,1977,4002429,38,5.8441558441558445,32.15584415584416
CS,1971,3553538,50,4.031496062992126,45.968503937007874
CS,1984,4433705,30,4.75,25.25
CS,1998,5719100,1,1.0,0.0
CU,1964,3148311,5,5.0,0.0
CU,1965,3208284,2,2.0,0.0
CU,1978,4083663,1,1.0,0.0
CU,1994,5286484,13,6.0,7.0
CU,1963,3083690,4,2.0,2.0
CU,1979,4136679,5,3.5,1.5
CU,1989,4809688,12,12.0,0.0
CU,1984,4443191,3,2.5,0.5
CU,1974,3821000,6,6.0,0.0
CU,1971,3599404,18,10.0,8.0
CU,1986,4624249,17,17.0,0.0
CU,1970,3512564,2,2.0,0.0
CU,1987,4675597,11,11.0,0.0
CU,1985,4507277,2,2.0,0.0
CU,1972,3659404,1,1.0,0.0
CU,1997,5663156,2,2.0,0.0
CU,1977,4035996,6,6.0,0.0
CY,1995,5431351,2,1.3333333333333333,0.6666666666666667
CY,1982,4340821,5,5.0,0.0
CY,1994,5282428,12,8.0,4.0
CY,1997,5638770,1,1.0,0.0
CY,1990,4922732,4,2.6666666666666665,1.3333333333333335
CY,1984,4448992,2,2.0,0.0
CY,1989,4857022,1,1.0,0.0
CY,1988,4761529,15,15.0,0.0
CY,1968,3405665,6,6.0,0.0
CY,1986,4576002,5,5.0,0.0
CY,1979,4173308,4,4.0,0.0
CY,1970,3492012,1,1.0,0.0
CZ,1998,5711264,2,1.3333333333333333,0.6666666666666667
CZ,1997,5673461,2,2.0,0.0
CZ,1995,5462097,4,4.0,0.0
CZ,1996,5511808,5,2.3333333333333335,2.6666666666666665
CZ,1994,5367893,1,1.0,0.0
DE,1963,3070847,39,3.630252100840336,35.36974789915966
DE,1999,5855476,3,1.089385474860335,1.910614525139665
DE,1975,3858380,80,6.122151662308554,73.87784833769145
DE,1989,4794710,117,5.309946463792618,111.69005353620739
DE,1996,5479770,37,2.4099441907661086,34.59005580923389
DE,1970,3487473,131,4.423925667828107,126.5760743321719
DE,1995,5377488,62,3.0247614720581555,58.97523852794185
DE,1971,3551945,60,4.73531367767679,55.26468632232321
DE,1986,4562598,125,5.961245445511759,119.03875455448824
DE,1994,5274978,127,3.6260212418300655,123.37397875816994
DE,1985,4490881,124,6.075100806451613,117.92489919354838
DE,1983,4366601,90,6.169568822553897,83.8304311774461
DE,1998,5704251,9,1.3568812140240711,7.643118785975929
DE,1965,3163991,54,3.917389508467575,50.08261049153243
DE,1964,3116620,70,3.8166869671132764,66.18331303288673
DE,1976,3930312,83,6.125436179981635,76.87456382001837
DE,1966,3226759,74,3.933051444679352,70.06694855532065
DE,1980,4180886,147,6.104841858648966,140.89515814135103
DE,1992,5077873,111,4.385617509119333,106.61438249088067
DE,1973,3707768,74,5.665692821368948,68.33430717863105
DE,1997,5590521,14,1.7789400278940029,12.221059972105998
DE,1977,4000614,134,6.277732793522267,127.72226720647774
DE,1993,5175922,65,3.935969141755063,61.064030858244934
DE,1972,3631565,234,5.323295692179005,228.67670430782098
DE,1968,3360822,42,4.038564337533409,37.96143566246659
DE,1982,4308651,68,6.26669423196196,61.733305768038036
DE,1984,4423566,121,6.057440315921737,114.94255968407826
DE,1979,4131975,75,6.384235235977267,68.61576476402273
DE,1969,3419907,135,4.423353465631291,130.5766465343687
DE,1991,4980963,91,4.8131184168528565,86.18688158314714
DE,1974,3781974,99,5.8239028944911295,93.17609710550887
DE,1988,4716638,232,5.66062421185372,226.33937578814627
DE,1981,4242826,115,6.237721021611002,108.76227897838899
DE,1987,4633540,262,5.850987173944373,256.14901282605564
DE,1978,4065890,86,6.362068965517241,79.63793103448276
DE,1990,4890349,109,5.042088607594937,103.95791139240507
DE,1967,3295159,56,4.057487579843861,51.94251242015614
DK,1968,3363888,16,4.220588235294118,11.779411764705882
DK,1975,3858287,61,6.3983739837398375,54.60162601626016
DK,1998,5705217,3,1.2650602409638554,1.7349397590361446
DK,1965,3163902,29,3.4411764705882355,25.558823529411764
DK,1974,3782623,21,4.848684210526316,16.151315789473685
DK,1976,3931003,57,6.6158940397351,50.384105960264904
DK,1985,4491329,78,5.728915662650603,72.2710843373494
DK,1993,5178052,55,4.3108108108108105,50.68918918918919
DK,1988,4717990,48,5.700787401574803,42.2992125984252
DK,1963,3072316,16,3.3773584905660377,12.622641509433961
DK,1984,4423851,56,6.029629629629629,49.97037037037037
DK,1977,4001560,46,6.561538461538461,39.43846153846154
DK,1986,4564955,81,6.85,74.15
DK,1992,5079856,46,5.607843137254902,40.3921568627451
DK,1999,5856806,1,1.0,0.0
DK,1979,4132769,47,7.03125,39.96875
DK,1970,3490340,38,4.8125,33.1875
DK,1980,4181285,42,7.0661764705882355,34.93382352941177
DK,1973,3709474,28,5.415384615384616,22.584615384615383
DK,1978,4065921,44,5.238095238095238,38.76190476190476
DK,1969,3422467,29,4.991803278688525,24.008196721311474
DK,1967,3295571,35,4.4,30.6
DK,1991,4981159,51,6.057803468208093,44.94219653179191
DK,1994,5275788,41,3.8636363636363638,37.13636363636363
DK,1972,3632711,32,4.785234899328859,27.21476510067114
DK,1966,3229442,16,4.757142857142857,11.242857142857144
DK,1987,4635041,53,7.434285714285714,45.565714285714286
DK,1982,4310917,25,6.152380952380953,18.847619047619048
DK,1983,4366597,62,5.882882882882883,56.11711711711712
DK,1964,3117059,34,3.5681818181818183,30.43181818181818
DK,1989,4795749,44,5.7771739130434785,38.22282608695652
DK,1997,5590961,7,1.8429752066115703,5.1570247933884295
DK,1981,4243522,58,7.0,51.0
DK,1990,4891048,63,6.318518518518519,56.681481481481484
DK,1971,3552079,42,4.32824427480916,37.67175572519084
DK,1996,5480378,12,2.573529411764706,9.426470588235293
DK,1995,5377383,22,3.0347222222222223,18.96527777777778
DO,1978,4108579,3,3.0,0.0
DO,1991,4982737,3,2.5,0.5
DO,1993,5255941,2,2.0,0.0
DO,1972,3692801,1,1.0,0.0
DO,1984,4434403,16,16.0,0.0
DO,1964,3147497,5,3.0,2.0
DO,1986,4603698,6,6.0,0.0
DO,1973,3780855,4,4.0,0.0
DO,1990,4967750,5,5.0,0.0
DO,1975,3878608,1,1.0,0.0
DO,1981,4273576,1,1.0,0.0
DZ,1977,4057649,2,2.0,0.0
DZ,1972,3649173,1,1.0,0.0
DZ,1963,3070963,4,3.5,0.5
DZ,1968,3393271,2,2.0,0.0
DZ,1970,3550376,2,2.0,0.0
EC,1992,5175876,2,2.0,0.0
EC,1974,3790770,7,7.0,0.0
EC,1981,4249678,2,2.0,0.0
EC,1986,4563032,1,1.0,0.0
EC,1991,4985267,2,1.5,0.5
EC,1998,5732654,1,1.0,0.0
EC,1976,3960839,1,1.0,0.0
EC,1989,4848572,19,19.0,0.0
EC,1979,4142527,34,34.0,0.0
EC,1980,4229845,7,7.0,0.0
EC,1994,5350067,5,4.0,1.0
EC,1985,4531692,1,1.0,0.0
EC,1990,4915277,7,4.0,3.0
EC,1969,3468209,5,5.0,0.0
EC,1967,3325736,3,3.0,0.0
EC,1975,3921397,2,2.0,0.0
EC,1973,3746789,4,3.0,1.0
EC,1963,3083136,2,2.0,0.0
EE,1995,5459074,1,1.0,0.0
EG,1984,4443867,2,2.0,0.0
EG,1967,3295652,6,4.0,2.0
EG,1986,4631521,16,9.0,7.0
EG,1991,5011489,19,8.666666666666666,10.333333333333334
EG,1985,4549736,6,4.0,2.0
EG,1992,5117455,13,13.0,0.0
EG,1996,5534713,4,3.0,1.0
EG,1994,5335289,12,8.5,3.5
EG,1973,3747261,19,12.0,7.0
EG,1981,4248423,4,3.5,0.5
EG,1995,5392338,9,4.666666666666667,4.333333333333333
EG,1966,3252879,4,2.5,1.5
EG,1989,4802475,16,6.0,10.0
EG,1997,5617342,1,1.0,0.0
EG,1975,3894541,23,20.5,2.5
EG,1972,3690626,5,5.0,0.0
EG,1980,4240441,34,32.0,2.0
EG,1982,4343208,1,1.0,0.0
EG,1965,3204453,1,1.0,0.0
EG,1976,3948920,4,4.0,0.0
EG,1993,5227382,1,1.0,0.0
EG,1971,3583957,18,11.5,6.5
EG,1974,3782958,2,2.0,0.0
ES,1963,3081560,20,5.352941176470588,14.647058823529413
ES,1971,3551926,10,3.5849056603773586,6.415094339622641
ES,1986,4564312,22,4.818181818181818,17.18181818181818
ES,1996,5480396,19,2.8970588235294117,16.102941176470587
ES,1967,3299909,23,4.6,18.4
ES,1989,4797044,30,4.505050505050505,25.494949494949495
ES,1985,4493392,22,5.147058823529412,16.852941176470587
ES,1978,4065866,15,4.686746987951807,10.313253012048193
ES,1990,4892327,29,4.2,24.8
ES,1968,3364906,28,4.571428571428571,23.42857142857143
ES,1987,4633581,18,3.9393939393939394,14.06060606060606
ES,1970,3490822,20,4.027027027027027,15.972972972972972
ES,1973,3708025,24,4.0,20.0
ES,1998,5708714,3,1.2926829268292683,1.7073170731707317
ES,1997,5591950,11,2.0416666666666665,8.958333333333334
ES,1966,3230952,10,2.9,7.1
ES,1972,3631839,15,3.046511627906977,11.953488372093023
ES,1969,3420220,14,3.8181818181818183,10.181818181818182
ES,1979,4134715,16,4.523809523809524,11.476190476190476
ES,1964,3129302,11,4.466666666666667,6.533333333333333
ES,1975,3859450,15,4.0394736842105265,10.960526315789473
ES,1982,4310095,20,5.666666666666667,14.333333333333332
ES,1994,5276054,12,2.4814814814814814,9.518518518518519
ES,1974,3782268,24,4.591549295774648,19.408450704225352
ES,1991,4981076,28,4.565217391304348,23.434782608695652
ES,1976,3930523,37,4.843373493975903,32.1566265060241
ES,1988,4721591,28,4.043478260869565,23.956521739130434
ES,1999,5870922,1,1.0,0.0
ES,1983,4367232,25,5.0256410256410255,19.974358974358974
ES,1993,5176075,21,3.3185840707964602,17.68141592920354
ES,1965,3175349,16,3.3823529411764706,12.617647058823529
ES,1992,5077851,23,3.8958333333333335,19.104166666666668
ES,1995,5377918,28,3.2325581395348837,24.767441860465116
ES,1980,4184285,53,5.590163934426229,47.40983606557377
ES,1984,4423817,17,4.535714285714286,12.464285714285715
ES,1977,4005220,31,5.068493150684931,25.93150684931507
ES,1981,4243679,19,5.254901960784314,13.745098039215687
ET,1970,3512825,3,3.0,0.0
FI,1971,3554118,12,3.875,8.125
FI,1987,4633705,31,5.228571428571429,25.771428571428572
FI,1981,4244685,33,5.9375,27.0625
FI,1993,5175993,43,4.124423963133641,38.87557603686636
FI,1977,4004208,86,6.389473684210526,79.61052631578947
FI,1978,4065842,26,5.666666666666667,20.333333333333332
FI,1996,5479923,30,3.2867924528301886,26.713207547169812
FI,1998,5706110,11,1.56,9.44
FI,1986,4562668,82,6.6310160427807485,75.36898395721926
FI,1969,3423802,19,5.588235294117647,13.411764705882353
FI,1967,3298453,15,3.56,11.44
FI,1963,3072435,13,2.6,10.4
FI,1983,4367766,50,6.144230769230769,43.85576923076923
FI,1997,5590593,10,2.281609195402299,7.718390804597702
FI,1980,4180998,38,5.477064220183486,32.522935779816514
FI,1973,3708001,15,4.066666666666666,10.933333333333334
FI,1966,3230996,8,2.8095238095238093,5.190476190476191
FI,1968,3362707,20,6.55,13.45
FI,1988,4716794,34,5.336898395721925,28.663101604278076
FI,1995,5378443,27,4.042145593869732,22.957854406130267
FI,1974,3782430,23,5.79,17.21
FI,1965,3172187,14,2.75,11.25
FI,1999,5862793,2,1.125,0.875
FI,1970,3487941,18,4.285714285714286,13.714285714285715
FI,1989,4794799,23,4.73015873015873,18.26984126984127
FI,1964,3120107,4,2.0,2.0
FI,1992,5078573,45,4.616161616161616,40.38383838383838
FI,1991,4981413,34,4.647272727272727,29.35272727272727
FI,1990,4890372,35,5.21875,29.78125
FI,1984,4424645,77,6.064285714285714,70.93571428571428
FI,1972,3633649,17,4.278688524590164,12.721311475409836
FI,1979,4133093,24,5.805555555555555,18.194444444444443
FI,1982,4309160,41,5.9245283018867925,35.075471698113205
FI,1994,5276691,29,3.6864406779661016,25.3135593220339
FI,1976,3932581,26,5.816326530612245,20.183673469387756
FI,1985,4491952,44,6.598765432098766,37.401234567901234
FI,1975,3858382,51,6.595238095238095,44.404761904761905
FO,1993,5250001,3,3.0,0.0
FR,1969,3420068,62,4.281157270029674,57.718842729970326
FR,1982,4308655,84,6.387443438914027,77.61255656108597
FR,1976,3930316,73,6.3024894316580555,66.69751056834194
FR,1978,4065847,95,6.536115569823435,88.46388443017656
FR,1983,4366754,69,6.569627851140456,62.43037214885955
FR,1985,4490888,78,6.106805293005671,71.89319470699434
FR,1973,3707758,48,5.453260869565217,42.54673913043478
FR,1990,4890390,221,5.427782497875956,215.57221750212403
FR,1995,5377528,45,3.1856060606060606,41.81439393939394
FR,1980,4180983,116,6.416301969365427,109.58369803063458
FR,1979,4132094,83,6.361169102296451,76.63883089770354
FR,1992,5078005,49,4.60598398651496,44.39401601348504
FR,1998,5704092,13,1.3974842767295597,11.60251572327044
FR,1964,3116487,40,3.593172119487909,36.40682788051209
FR,1970,3487501,59,4.707589285714286,54.292410714285715
FR,1988,4716633,108,5.846286701208981,102.15371329879102
FR,1972,3631582,56,5.096722192369694,50.9032778076303
FR,1975,3858243,71,5.9551158301158305,65.04488416988417
FR,1965,3163890,49,3.7417355371900825,45.25826446280992
FR,1991,4980946,68,4.927477840451249,63.072522159548754
FR,1968,3361121,83,3.96978021978022,79.03021978021978
FR,1986,4562609,92,6.179277108433735,85.82072289156626
FR,1963,3071003,35,3.3962264150943398,31.60377358490566
FR,1974,3781921,112,5.702557200538358,106.29744279946163
FR,1994,5275033,42,3.834619093539055,38.165380906460946
FR,1987,4633542,72,6.095541401273885,65.90445859872611
FR,1993,5176065,130,4.365165984538427,125.63483401546158
FR,1971,3551956,90,4.739424703891709,85.26057529610829
FR,1966,3226774,34,3.93609022556391,30.06390977443609
FR,1996,5479754,34,2.6501877346683353,31.349812265331664
FR,1989,4794684,117,5.5716406829992575,111.42835931700074
FR,1997,5590929,21,1.91984126984127,19.08015873015873
FR,1967,3295258,66,3.7306666666666666,62.269333333333336
FR,1984,4423611,72,6.59726603575184,65.40273396424816
FR,1977,4000567,94,6.6151818661043755,87.38481813389562
FR,1999,5857040,2,1.0731707317073171,0.9268292682926829
FR,1981,4242803,95,6.279811715481172,88.72018828451883
GB,1967,3295144,56,3.9504172803141877,52.049582719685816
GB,1993,5176313,95,5.229235880398671,89.77076411960132
GB,1969,3420050,47,4.261854804867814,42.738145195132184
GB,1981,4242758,83,7.151390788873689,75.84860921112632
GB,1979,4131974,81,7.3955659276546095,73.60443407234538
GB,1978,4065825,89,6.87342799188641,82.12657200811358
GB,1988,4716598,132,6.445609436435125,125.55439056356488
GB,1968,3360940,46,4.142236699239956,41.85776330076004
GB,1972,3631554,114,5.7574750830564785,108.24252491694352
GB,1963,3070881,40,3.372982158028887,36.62701784197111
GB,1995,5377375,52,3.6494186046511627,48.35058139534884
GB,1977,4000535,206,7.38705636743215,198.61294363256786
GB,1990,4890494,67,6.049471458773785,60.95052854122621
GB,1964,3116525,55,3.339464882943144,51.66053511705685
GB,1966,3226769,72,3.8373333333333335,68.16266666666667
GB,1982,4308692,79,7.062926061877294,71.93707393812271
GB,1973,3707815,129,5.876979293544458,123.12302070645555
GB,1989,4794844,93,6.3933308071239106,86.60666919287608
GB,1999,5855420,3,1.1222222222222222,1.8777777777777778
GB,1996,5479705,44,2.942245295262816,41.057754704737185
GB,1985,4490859,111,7.072800357302367,103.92719964269763
GB,1992,5078010,90,5.294661190965092,84.70533880903491
GB,1971,3552066,166,5.037402964008469,160.96259703599154
GB,1975,3858271,103,6.757952468007312,96.24204753199268
GB,1991,4980975,74,5.4748722316865415,68.52512776831345
GB,1965,3163878,71,3.7055492638731597,67.29445073612683
GB,1984,4423530,109,7.164582291145573,101.83541770885442
GB,1976,3930324,122,6.929345794392523,115.07065420560748
GB,1980,4180883,77,6.952045133991537,70.04795486600847
GB,1997,5590504,16,2.1203252032520323,13.879674796747967
GB,1987,4633526,103,7.03556827473426,95.96443172526574
GB,1986,4562699,99,7.335195530726257,91.66480446927375
GB,1994,5274883,41,4.30518697225573,36.69481302774427
GB,1998,5704222,9,1.5254658385093167,7.474534161490683
GB,1983,4366681,82,7.204742625795258,74.79525737420474
GB,1970,3487541,48,4.714224137931034,43.28577586206897
GB,1974,3781914,96,6.241216950380297,89.75878304961971
GH,1994,5362726,1,1.0,0.0
GH,1977,4063272,1,1.0,0.0
GL,1985,4528229,5,5.0,0.0
GN,1974,3789475,2,2.0,0.0
GP,1988,4781177,22,22.0,0.0
GR,1995,5453072,3,1.4,1.6
GR,1970,3509454,11,5.375,5.625
GR,1998,5709830,1,1.0,0.0
GR,1982,4351864,7,3.8,3.2
GR,1997,5626638,2,1.3333333333333333,0.6666666666666667
GR,1980,4182374,5,3.0,2.0
GR,1973,3709181,14,4.7272727272727275,9.272727272727273
GR,1966,3232236,2,1.3333333333333333,0.6666666666666667
GR,1992,5101275,11,6.4,4.6
GR,1986,4575553,8,3.5714285714285716,4.428571428571429
GR,1988,4717381,12,4.857142857142857,7.142857142857143
GR,1979,4147614,13,5.0,8.0
GR,1990,4895733,46,9.875,36.125
GR,1975,3862612,13,6.0,7.0
GR,1976,3932545,16,4.818181818181818,11.181818181818182
GR,1977,4002463,9,5.833333333333333,3.166666666666667
GR,1968,3416982,9,5.333333333333333,3.666666666666667
GR,1963,3107675,9,5.0,4.0
GR,1981,4286623,8,5.8,2.2
GR,1985,4510495,46,10.833333333333334,35.166666666666664
GR,1991,4991395,7,2.5454545454545454,4.454545454545455
GR,1993,5261988,13,4.6,8.4
GR,1971,3592275,20,6.0,14.0
GR,1983,4371538,6,3.6,2.4
GR,1974,3808704,35,7.357142857142857,27.642857142857142
GR,1996,5501980,7,2.888888888888889,4.111111111111111
GR,1969,3424465,11,4.25,6.75
GR,1984,4431596,6,3.3333333333333335,2.6666666666666665
GR,1965,3171697,5,4.5,0.5
GR,1967,3302519,28,6.666666666666667,21.333333333333332
GR,1978,4067413,21,7.8,13.2
GR,1987,4697133,5,3.5,1.5
GR,1972,3647372,30,6.533333333333333,23.46666666666667
GR,1989,4807577,7,2.3333333333333335,4.666666666666666
GR,1994,5282445,18,3.5,14.5
GR,1964,3149387,1,1.0,0.0
GT,1963,3078580,4,4.0,0.0
GT,1976,3964368,3,3.0,0.0
GT,1998,5787404,4,4.0,0.0
GT,1970,3490729,4,3.5,0.5
GT,1973,3749185,18,9.0,9.0
GT,1966,3272507,5,3.25,1.75
GT,1969,3451990,10,6.75,3.25
GT,1974,3841001,3,2.0,1.0
GT,1987,4657761,3,2.5,0.5
GT,1977,4050894,12,5.0,7.0
GT,1990,4917236,1,1.0,0.0
GT,1971,3618516,3,3.0,0.0
GT,1965,3181244,2,2.0,0.0
GT,1993,5199680,3,3.0,0.0
GT,1975,3914734,2,2.0,0.0
GT,1984,4459094,7,5.0,2.0
GT,1967,3301329,11,6.666666666666667,4.333333333333333
GT,1985,4560659,1,1.0,0.0
GT,1994,5293615,24,24.0,0.0
GT,1996,5537590,11,11.0,0.0
GT,1981,4277239,2,2.0,0.0
GT,1997,5613262,4,4.0,0.0
GY,1977,4023375,8,8.0,0.0
GY,1992,5127593,2,2.0,0.0
GY,1976,3985567,6,6.0,0.0
GY,1991,5007230,1,1.0,0.0
HK,1964,3144992,16,5.2,10.8
HK,1977,4014033,26,7.75,18.25
HK,1988,4728835,31,6.588235294117647,24.411764705882355
HK,1986,4564033,24,7.0,17.0
HK,1995,5378073,18,3.803030303030303,14.196969696969697
HK,1983,4377808,21,7.769230769230769,13.23076923076923
HK,1972,3640561,7,3.6,3.4
HK,1984,4428453,27,10.047619047619047,16.952380952380953
HK,1989,4808446,14,4.636363636363637,9.363636363636363
HK,1968,3398523,8,5.5,2.5
HK,1967,3301980,4,2.111111111111111,1.8888888888888888
HK,1973,3714412,14,6.3076923076923075,7.6923076923076925
HK,1987,4654917,19,6.129032258064516,12.870967741935484
HK,1971,3553976,17,4.176470588235294,12.823529411764707
HK,1996,5480311,8,2.0517241379310347,5.948275862068965
HK,1965,3169897,9,5.666666666666667,3.333333333333333
HK,1993,5177431,34,4.833333333333333,29.166666666666668
HK,1997,5600546,8,2.292682926829268,5.7073170731707314
HK,1994,5297247,19,4.5,14.5
HK,1975,3864932,10,4.8,5.2
HK,1985,4492318,29,7.44,21.56
HK,1980,4185409,13,4.269230769230769,8.73076923076923
HK,1992,5085358,33,5.333333333333333,27.666666666666668
HK,1976,3935665,29,7.777777777777778,21.22222222222222
HK,1979,4136484,17,6.076923076923077,10.923076923076923
HK,1999,5868513,3,1.3,1.7
HK,1991,4981300,36,5.488888888888889,30.511111111111113
HK,1990,4890910,39,6.083333333333333,32.916666666666664
HK,1978,4076673,28,5.166666666666667,22.833333333333332
HK,1969,3477222,20,7.0,13.0
HK,1974,3796226,5,3.2857142857142856,1.7142857142857144
HK,1966,3233771,8,2.75,5.25
HK,1963,3086810,6,2.6666666666666665,3.3333333333333335
HK,1970,3504942,14,5.5,8.5
HK,1998,5704277,5,1.6206896551724137,3.3793103448275863
HK,1981,4245246,22,6.645161290322581,15.35483870967742
HK,1982,4313337,8,4.4,3.5999999999999996
HN,1973,3724586,7,6.5,0.5
HN,1995,5433335,2,2.0,0.0
HN,1989,4813917,5,4.0,1.0
HN,1972,3683459,4,4.0,0.0
HN,1978,4069527,10,10.0,0.0
HN,1969,3450543,35,17.8,17.2
HN,1970,3531574,8,8.0,0.0
HN,1992,5171155,3,3.0,0.0
HN,1996,5556658,1,1.0,0.0
HN,1971,3618328,2,2.0,0.0
HN,1990,4935254,1,1.0,0.0
HR,1997,5618968,1,1.0,0.0
HR,1993,5271392,3,3.0,0.0
HR,1995,5434140,2,1.5,0.5
HR,1998,5769103,1,1.0,0.0
HT,1968,3365710,5,4.0,1.0
HT,1980,4211407,20,11.0,9.0
HT,1974,3837018,8,5.333333333333333,2.666666666666667
HT,1987,4660830,11,11.0,0.0
HT,1971,3612048,12,6.5,5.5
HT,1967,3320571,2,1.5,0.5
HT,1970,3489742,4,4.0,0.0
HT,1981,4278288,4,4.0,0.0
HT,1985,4498667,9,9.0,0.0
HT,1979,4144297,9,9.0,0.0
HT,1966,3234683,11,11.0,0.0
HT,1982,4322109,6,3.3333333333333335,2.6666666666666665
HT,1976,3981867,1,1.0,0.0
HT,1969,3440717,8,5.0,3.0
HT,1989,4835029,3,3.0,0.0
HT,1997,5618305,1,1.0,0.0
HU,1984,4424223,35,3.7777777777777777,31.22222222222222
HU,1996,5480870,13,2.263157894736842,10.736842105263158
HU,1994,5276207,17,3.6818181818181817,13.318181818181818
HU,1967,3297310,12,4.5,7.5
HU,1986,4565827,20,4.21875,15.78125
HU,1973,3715076,15,4.388888888888889,10.61111111111111
HU,1969,3432549,10,2.823529411764706,7.1764705882352935
HU,1989,4795564,15,3.967391304347826,11.032608695652174
HU,1995,5380761,7,2.409090909090909,4.590909090909091
HU,1975,3862111,46,4.795454545454546,41.20454545454545
HU,1981,4243660,27,4.2375,22.7625
HU,1976,3930488,11,4.044776119402985,6.955223880597015
HU,1982,4309748,36,5.875,30.125
HU,1991,4981966,38,4.425925925925926,33.574074074074076
HU,1983,4366655,38,4.583333333333333,33.416666666666664
HU,1987,4634455,33,3.7628865979381443,29.237113402061855
HU,1964,3123598,13,3.909090909090909,9.09090909090909
HU,1999,5885915,1,1.0,0.0
HU,1990,4891541,36,3.828125,32.171875
HU,1988,4717342,43,3.7058823529411766,39.294117647058826
HU,1997,5604223,5,2.1666666666666665,2.8333333333333335
HU,1965,3167058,9,2.0,7.0
HU,1980,4184040,41,5.287671232876712,35.71232876712329
HU,1978,4066406,16,4.6923076923076925,11.307692307692307
HU,1966,3231013,17,4.315789473684211,12.68421052631579
HU,1963,3074203,10,4.0,6.0
HU,1977,4000920,17,4.265625,12.734375
HU,1970,3492483,20,5.607142857142857,14.392857142857142
HU,1993,5176441,4,1.5,2.5
HU,1992,5082835,34,3.7551020408163267,30.244897959183675
HU,1979,4134034,15,3.8867924528301887,11.11320754716981
HU,1968,3360968,29,6.4,22.6
HU,1998,5716164,16,2.875,13.125
HU,1971,3579265,28,5.090909090909091,22.90909090909091
HU,1972,3637396,12,3.6857142857142855,8.314285714285715
HU,1985,4494765,26,4.688311688311688,21.31168831168831
HU,1974,3796788,27,5.212765957446808,21.78723404255319
ID,1991,5024590,2,2.0,0.0
ID,1972,3705848,1,1.0,0.0
ID,1992,5120099,5,2.2,2.8
ID,1990,4941967,10,6.333333333333333,3.666666666666667
ID,1967,3328966,4,2.0,2.0
ID,1989,4883133,4,2.75,1.25
ID,1994,5314062,6,3.0,3.0
ID,1995,5414205,3,3.0,0.0
ID,1984,4443965,1,1.0,0.0
ID,1973,3750630,4,2.5,1.5
ID,1968,3362729,13,3.3157894736842106,9.68421052631579
ID,1986,4589612,5,3.3333333333333335,1.6666666666666665
ID,1997,5625119,2,2.0,0.0
ID,1966,3244919,16,6.0,10.0
ID,1978,4103540,4,3.0,1.0
ID,1979,4168217,2,2.0,0.0
ID,1974,3791136,9,4.571428571428571,4.428571428571429
ID,1981,4259404,9,9.0,0.0
ID,1971,3564582,3,2.0,1.0
ID,1980,4196614,4,4.0,0.0
ID,1982,4343123,2,2.0,0.0
ID,1976,3958063,3,3.0,0.0
ID,1993,5224911,3,3.0,0.0
ID,1988,4718289,3,2.0,1.0
ID,1985,4507554,16,16.0,0.0
ID,1996,5560828,1,1.0,0.0
IE,1989,4801700,41,6.47457627118644,34.52542372881356
IE,1984,4426410,14,5.37037037037037,8.62962962962963
IE,1974,3785069,19,6.666666666666667,12.333333333333332
IE,1995,5389370,18,3.138888888888889,14.86111111111111
IE,1997,5592396,6,1.975,4.025
IE,1994,5281054,14,4.2926829268292686,9.707317073170731
IE,1973,3718231,21,5.923076923076923,15.076923076923077
IE,1979,4145877,13,5.1,7.9
IE,1977,4013043,19,5.9411764705882355,13.058823529411764
IE,1986,4567740,25,6.923076923076923,18.076923076923077
IE,1988,4717792,127,10.0,117.0
IE,1975,3863473,16,7.214285714285714,8.785714285714285
IE,1968,3362119,8,4.6,3.4000000000000004
IE,1996,5481466,10,2.56140350877193,7.43859649122807
IE,1998,5706988,4,1.368421052631579,2.6315789473684212
IE,1982,4315556,18,6.0,12.0
IE,1970,3493033,5,2.5,2.5
IE,1985,4491881,31,7.37037037037037,23.62962962962963
IE,1967,3302804,19,8.6,10.4
IE,1971,3552060,17,3.9166666666666665,13.083333333333334
IE,1993,5185537,45,6.565217391304348,38.434782608695656
IE,1972,3638941,41,7.1875,33.8125
IE,1991,4981382,31,6.571428571428571,24.42857142857143
IE,1983,4368637,28,8.153846153846153,19.846153846153847
IE,1992,5086331,42,7.212765957446808,34.787234042553195
IE,1981,4250648,15,6.6,8.4
IE,1965,3204854,12,5.333333333333333,6.666666666666667
IE,1987,4634816,45,9.441176470588236,35.55882352941177
IE,1969,3434165,42,9.4,32.6
IE,1978,4084535,23,7.470588235294118,15.529411764705882
IE,1963,3106377,5,3.0,2.0
IE,1976,3931678,38,7.45,30.55
IE,1990,4891230,55,9.02,45.980000000000004
IE,1999,5855484,1,1.0,0.0
IE,1966,3238713,5,2.7142857142857144,2.2857142857142856
IE,1980,4185180,10,3.875,6.125
IL,1982,4309110,59,8.336842105263157,50.66315789473684
IL,1986,4562659,72,7.2176470588235295,64.78235294117647
IL,1972,3631819,22,6.297872340425532,15.702127659574469
IL,1963,3076534,3,1.375,1.625
IL,1977,4000853,53,7.666666666666667,45.333333333333336
IL,1976,3936501,74,7.051546391752577,66.94845360824742
IL,1966,3229075,15,3.225806451612903,11.774193548387096
IL,1973,3710020,54,6.626666666666667,47.373333333333335
